game_play,game_key,play_id,view,start_time,end_time,snap_time
58308_000965,58308,965,Sideline,2020-11-15T22:07:00.167Z,2020-11-15T22:07:15.174Z,2020-11-15T22:07:05.167Z
58308_004092,58308,4092,Endzone,2020-11-16T00:22:07.054Z,2020-11-16T00:22:19.570Z,2020-11-16T00:22:12.054Z
58308_004092,58308,4092,Sideline,2020-11-16T00:22:07.054Z,2020-11-16T00:22:19.570Z,2020-11-16T00:22:12.054Z
58311_001819,58311,1819,Endzone,2020-10-18T21:24:44.484Z,2020-10-18T21:24:58.123Z,2020-10-18T21:24:49.484Z
58311_001819,58311,1819,Sideline,2020-10-18T21:24:44.484Z,2020-10-18T21:24:58.123Z,2020-10-18T21:24:49.484Z
58311_002159,58311,2159,Endzone,2020-10-18T21:50:21.054Z,2020-10-18T21:50:38.381Z,2020-10-18T21:50:26.054Z
58311_002159,58311,2159,Sideline,2020-10-18T21:50:21.054Z,2020-10-18T21:50:38.381Z,2020-10-18T21:50:26.054Z
58311_002205,58311,2205,Endzone,2020-10-18T21:51:45.205Z,2020-10-18T21:51:56.475Z,2020-10-18T21:51:50.205Z
58311_002205,58311,2205,Sideline,2020-10-18T21:51:45.205Z,2020-10-18T21:51:56.475Z,2020-10-18T21:51:50.205Z
58314_003381,58314,3381,Endzone,2020-11-16T03:59:12.919Z,2020-11-16T03:59:26.391Z,2020-11-16T03:59:17.919Z
58314_003381,58314,3381,Sideline,2020-11-16T03:59:12.919Z,2020-11-16T03:59:26.391Z,2020-11-16T03:59:17.919Z
58316_002463,58316,2463,Endzone,2020-11-20T03:12:54.859Z,2020-11-20T03:13:08.216Z,2020-11-20T03:12:59.859Z
58316_002463,58316,2463,Sideline,2020-11-20T03:12:54.859Z,2020-11-20T03:13:08.216Z,2020-11-20T03:12:59.859Z
58316_004059,58316,4059,Endzone,2020-11-20T04:23:21.229Z,2020-11-20T04:23:33.533Z,2020-11-20T04:23:26.229Z
58316_004059,58316,4059,Sideline,2020-11-20T04:23:21.229Z,2020-11-20T04:23:33.533Z,2020-11-20T04:23:26.229Z
58316_004343,58316,4343,Endzone,2020-11-20T04:33:59.433Z,2020-11-20T04:34:08.063Z,2020-11-20T04:34:04.433Z
58316_004343,58316,4343,Sideline,2020-11-20T04:33:59.433Z,2020-11-20T04:34:08.063Z,2020-11-20T04:34:04.433Z
58321_004155,58321,4155,Endzone,2020-11-23T00:32:36.946Z,2020-11-23T00:32:47.849Z,2020-11-23T00:32:41.946Z
58321_004155,58321,4155,Sideline,2020-11-23T00:32:36.946Z,2020-11-23T00:32:47.849Z,2020-11-23T00:32:41.946Z
58325_003176,58325,3176,Endzone,2020-11-01T23:28:36.384Z,2020-11-01T23:28:49.623Z,2020-11-01T23:28:41.384Z
58325_003176,58325,3176,Sideline,2020-11-01T23:28:36.384Z,2020-11-01T23:28:49.623Z,2020-11-01T23:28:41.384Z
58325_003506,58325,3506,Endzone,2020-11-01T23:43:38.573Z,2020-11-01T23:43:50.657Z,2020-11-01T23:43:43.573Z
58325_003506,58325,3506,Sideline,2020-11-01T23:43:38.573Z,2020-11-01T23:43:50.657Z,2020-11-01T23:43:43.573Z
58326_001078,58326,1078,Endzone,2020-11-22T22:09:33.348Z,2020-11-22T22:09:45.019Z,2020-11-22T22:09:38.348Z
58326_001078,58326,1078,Sideline,2020-11-22T22:09:33.348Z,2020-11-22T22:09:45.019Z,2020-11-22T22:09:38.348Z
58326_002516,58326,2516,Endzone,2020-11-22T23:24:20.492Z,2020-11-22T23:24:35.466Z,2020-11-22T23:24:25.492Z
58326_002516,58326,2516,Sideline,2020-11-22T23:24:20.492Z,2020-11-22T23:24:35.466Z,2020-11-22T23:24:25.492Z
58327_004116,58327,4116,Endzone,2020-11-23T04:25:27.835Z,2020-11-23T04:25:36.436Z,2020-11-23T04:25:32.835Z
58327_004116,58327,4116,Sideline,2020-11-23T04:25:27.835Z,2020-11-23T04:25:36.436Z,2020-11-23T04:25:32.835Z
58329_002938,58329,2938,Endzone,2020-11-26T19:54:20.677Z,2020-11-26T19:54:33.549Z,2020-11-26T19:54:25.677Z
58329_002938,58329,2938,Sideline,2020-11-26T19:54:20.677Z,2020-11-26T19:54:33.549Z,2020-11-26T19:54:25.677Z
58330_000759,58330,759,Endzone,2020-11-26T22:07:11.245Z,2020-11-26T22:07:24.316Z,2020-11-26T22:07:16.245Z
58330_000759,58330,759,Sideline,2020-11-26T22:07:11.245Z,2020-11-26T22:07:24.316Z,2020-11-26T22:07:16.245Z
58331_001797,58331,1797,Endzone,2020-12-02T21:56:19.540Z,2020-12-02T21:56:32.244Z,2020-12-02T21:56:24.540Z
58331_001797,58331,1797,Sideline,2020-12-02T21:56:19.540Z,2020-12-02T21:56:32.244Z,2020-12-02T21:56:24.540Z
58332_003535,58332,3535,Endzone,2020-11-29T20:47:36.660Z,2020-11-29T20:47:49.041Z,2020-11-29T20:47:41.660Z
58332_003535,58332,3535,Sideline,2020-11-29T20:47:36.660Z,2020-11-29T20:47:49.041Z,2020-11-29T20:47:41.660Z
58336_000203,58336,203,Endzone,2020-11-29T18:08:10.517Z,2020-11-29T18:08:25.459Z,2020-11-29T18:08:15.517Z
58336_000203,58336,203,Sideline,2020-11-29T18:08:10.517Z,2020-11-29T18:08:25.459Z,2020-11-29T18:08:15.517Z
58341_002805,58341,2805,Endzone,2020-11-29T23:14:08.103Z,2020-11-29T23:14:19.963Z,2020-11-29T23:14:13.103Z
58341_002805,58341,2805,Sideline,2020-11-29T23:14:08.103Z,2020-11-29T23:14:19.963Z,2020-11-29T23:14:13.103Z
58346_000251,58346,251,Endzone,2020-12-06T18:11:27.137Z,2020-12-06T18:11:38.539Z,2020-12-06T18:11:32.137Z
58346_000251,58346,251,Sideline,2020-12-06T18:11:27.137Z,2020-12-06T18:11:38.539Z,2020-12-06T18:11:32.137Z
58346_002013,58346,2013,Endzone,2020-12-06T19:23:38.234Z,2020-12-06T19:23:49.705Z,2020-12-06T19:23:43.234Z
58346_002013,58346,2013,Sideline,2020-12-06T19:23:38.234Z,2020-12-06T19:23:49.705Z,2020-12-06T19:23:43.234Z
58348_003069,58348,3069,Endzone,2020-12-06T20:20:09.704Z,2020-12-06T20:20:22.206Z,2020-12-06T20:20:14.704Z
58348_003069,58348,3069,Sideline,2020-12-06T20:20:09.704Z,2020-12-06T20:20:22.206Z,2020-12-06T20:20:14.704Z
58348_004222,58348,4222,Endzone,2020-12-06T21:06:27.648Z,2020-12-06T21:06:41.054Z,2020-12-06T21:06:32.648Z
58348_004222,58348,4222,Sideline,2020-12-06T21:06:27.648Z,2020-12-06T21:06:41.054Z,2020-12-06T21:06:32.648Z
58354_002499,58354,2499,Endzone,2020-12-06T22:55:27.315Z,2020-12-06T22:55:43.523Z,2020-12-06T22:55:32.314Z
58354_002499,58354,2499,Sideline,2020-12-06T22:55:27.315Z,2020-12-06T22:55:43.523Z,2020-12-06T22:55:32.314Z
58362_003882,58362,3882,Endzone,2020-12-13T20:53:11.609Z,2020-12-13T20:53:24.178Z,2020-12-13T20:53:16.609Z
58362_003882,58362,3882,Sideline,2020-12-13T20:53:11.609Z,2020-12-13T20:53:24.178Z,2020-12-13T20:53:16.609Z
58366_001484,58366,1484,Endzone,2020-12-13T19:09:18.826Z,2020-12-13T19:09:31.029Z,2020-12-13T19:09:23.826Z
58366_001484,58366,1484,Sideline,2020-12-13T19:09:18.826Z,2020-12-13T19:09:31.029Z,2020-12-13T19:09:23.826Z
58368_003010,58368,3010,Endzone,2020-12-13T20:24:18.523Z,2020-12-13T20:24:29.759Z,2020-12-13T20:24:23.523Z
58368_003010,58368,3010,Sideline,2020-12-13T20:24:18.523Z,2020-12-13T20:24:29.759Z,2020-12-13T20:24:23.523Z
58368_003163,58368,3163,Endzone,2020-12-13T20:31:08.717Z,2020-12-13T20:31:21.209Z,2020-12-13T20:31:13.717Z
58368_003163,58368,3163,Sideline,2020-12-13T20:31:08.717Z,2020-12-13T20:31:21.209Z,2020-12-13T20:31:13.717Z
58377_003872,58377,3872,Endzone,2020-12-20T00:30:54.770Z,2020-12-20T00:31:07.679Z,2020-12-20T00:30:59.770Z
58377_003872,58377,3872,Sideline,2020-12-20T00:30:54.770Z,2020-12-20T00:31:07.679Z,2020-12-20T00:30:59.770Z
58382_000973,58382,973,Endzone,2020-12-20T18:43:49.666Z,2020-12-20T18:44:01.957Z,2020-12-20T18:43:54.666Z
58382_000973,58382,973,Sideline,2020-12-20T18:43:49.666Z,2020-12-20T18:44:01.957Z,2020-12-20T18:43:54.666Z
58384_000142,58384,142,Endzone,2020-12-20T18:05:53.498Z,2020-12-20T18:06:05.927Z,2020-12-20T18:05:58.498Z
58384_000142,58384,142,Sideline,2020-12-20T18:05:53.498Z,2020-12-20T18:06:05.927Z,2020-12-20T18:05:58.498Z
58387_000381,58387,381,Endzone,2020-12-20T18:15:04.821Z,2020-12-20T18:15:16.855Z,2020-12-20T18:15:09.821Z
58387_000381,58387,381,Sideline,2020-12-20T18:15:04.821Z,2020-12-20T18:15:16.855Z,2020-12-20T18:15:09.821Z
58387_001481,58387,1481,Endzone,2020-12-20T19:00:48.630Z,2020-12-20T19:01:01.269Z,2020-12-20T19:00:53.630Z
58387_001481,58387,1481,Sideline,2020-12-20T19:00:48.630Z,2020-12-20T19:01:01.269Z,2020-12-20T19:00:53.630Z
58399_000570,58399,570,Endzone,2020-12-27T18:23:48.789Z,2020-12-27T18:24:02.795Z,2020-12-27T18:23:53.789Z
58399_000570,58399,570,Sideline,2020-12-27T18:23:48.789Z,2020-12-27T18:24:02.795Z,2020-12-27T18:23:53.789Z
58401_001720,58401,1720,Endzone,2020-12-27T19:09:32.344Z,2020-12-27T19:09:45.816Z,2020-12-27T19:09:37.344Z
58401_001720,58401,1720,Sideline,2020-12-27T19:09:32.344Z,2020-12-27T19:09:45.816Z,2020-12-27T19:09:37.344Z
58401_002419,58401,2419,Endzone,2020-12-27T19:49:30.453Z,2020-12-27T19:49:43.270Z,2020-12-27T19:49:35.453Z
58401_002419,58401,2419,Sideline,2020-12-27T19:49:30.453Z,2020-12-27T19:49:43.270Z,2020-12-27T19:49:35.453Z
58403_001076,58403,1076,Endzone,2020-12-27T21:47:52.852Z,2020-12-27T21:48:04.022Z,2020-12-27T21:47:57.852Z
58403_001076,58403,1076,Sideline,2020-12-27T21:47:52.852Z,2020-12-27T21:48:04.022Z,2020-12-27T21:47:57.852Z
58406_000188,58406,188,Endzone,2020-12-28T01:27:47.727Z,2020-12-28T01:28:01.304Z,2020-12-28T01:27:52.727Z
58406_000188,58406,188,Sideline,2020-12-28T01:27:47.727Z,2020-12-28T01:28:01.304Z,2020-12-28T01:27:52.727Z
58407_001855,58407,1855,Endzone,2020-12-29T02:30:24.342Z,2020-12-29T02:30:37.080Z,2020-12-29T02:30:29.342Z
58407_001855,58407,1855,Sideline,2020-12-29T02:30:24.342Z,2020-12-29T02:30:37.080Z,2020-12-29T02:30:29.342Z
58414_000727,58414,727,Endzone,2021-01-03T21:52:29.313Z,2021-01-03T21:52:41.444Z,2021-01-03T21:52:34.313Z
58414_000727,58414,727,Sideline,2021-01-03T21:52:29.313Z,2021-01-03T21:52:41.444Z,2021-01-03T21:52:34.313Z
58414_002210,58414,2210,Endzone,2021-01-03T23:10:15.342Z,2021-01-03T23:10:31.284Z,2021-01-03T23:10:20.342Z
58414_002210,58414,2210,Sideline,2021-01-03T23:10:15.342Z,2021-01-03T23:10:31.284Z,2021-01-03T23:10:20.342Z
58415_003155,58415,3155,Endzone,2021-01-03T20:31:33.396Z,2021-01-03T20:31:49.370Z,2021-01-03T20:31:38.396Z
58415_003155,58415,3155,Sideline,2021-01-03T20:31:33.396Z,2021-01-03T20:31:49.370Z,2021-01-03T20:31:38.396Z
58418_000608,58418,608,Endzone,2021-01-03T18:23:50.355Z,2021-01-03T18:24:02.999Z,2021-01-03T18:23:55.355Z
58418_000608,58418,608,Sideline,2021-01-03T18:23:50.355Z,2021-01-03T18:24:02.999Z,2021-01-03T18:23:55.355Z
58418_000637,58418,637,Endzone,2021-01-03T18:24:32.463Z,2021-01-03T18:24:48.538Z,2021-01-03T18:24:37.463Z
58418_000637,58418,637,Sideline,2021-01-03T18:24:32.463Z,2021-01-03T18:24:48.538Z,2021-01-03T18:24:37.463Z
58418_000886,58418,886,Endzone,2021-01-03T18:37:02.413Z,2021-01-03T18:37:15.552Z,2021-01-03T18:37:07.413Z
58418_000886,58418,886,Sideline,2021-01-03T18:37:02.413Z,2021-01-03T18:37:15.552Z,2021-01-03T18:37:07.413Z
58418_002446,58418,2446,Endzone,2021-01-03T19:54:47.378Z,2021-01-03T19:54:58.945Z,2021-01-03T19:54:52.378Z
58418_002446,58418,2446,Sideline,2021-01-03T19:54:47.378Z,2021-01-03T19:54:58.945Z,2021-01-03T19:54:52.378Z
58422_001140,58422,1140,Endzone,2021-01-03T22:11:50.536Z,2021-01-03T22:12:05.527Z,2021-01-03T22:11:55.536Z
58422_001140,58422,1140,Sideline,2021-01-03T22:11:50.536Z,2021-01-03T22:12:05.527Z,2021-01-03T22:11:55.536Z
58422_001959,58422,1959,Endzone,2021-01-03T22:45:17.659Z,2021-01-03T22:45:29.348Z,2021-01-03T22:45:22.659Z
58422_001959,58422,1959,Sideline,2021-01-03T22:45:17.659Z,2021-01-03T22:45:29.348Z,2021-01-03T22:45:22.659Z
58422_003849,58422,3849,Endzone,2021-01-04T00:16:18.520Z,2021-01-04T00:16:32.558Z,2021-01-04T00:16:23.520Z
58422_003849,58422,3849,Sideline,2021-01-04T00:16:18.520Z,2021-01-04T00:16:32.558Z,2021-01-04T00:16:23.520Z
58491_000084,58491,84,Endzone,2021-01-10T01:16:36.369Z,2021-01-10T01:16:50.375Z,2021-01-10T01:16:41.369Z
58491_000084,58491,84,Sideline,2021-01-10T01:16:36.369Z,2021-01-10T01:16:50.375Z,2021-01-10T01:16:41.369Z
58491_001948,58491,1948,Endzone,2021-01-10T02:41:27.510Z,2021-01-10T02:41:39.247Z,2021-01-10T02:41:32.509Z
58491_001948,58491,1948,Sideline,2021-01-10T02:41:27.510Z,2021-01-10T02:41:39.247Z,2021-01-10T02:41:32.509Z
58503_000869,58503,869,Endzone,2021-09-10T00:57:48.176Z,2021-09-10T00:58:02.816Z,2021-09-10T00:57:53.176Z
58503_000869,58503,869,Sideline,2021-09-10T00:57:48.176Z,2021-09-10T00:58:02.816Z,2021-09-10T00:57:53.176Z
58503_003486,58503,3486,Endzone,2021-09-10T03:00:39.414Z,2021-09-10T03:00:52.595Z,2021-09-10T03:00:44.414Z
58503_003486,58503,3486,Sideline,2021-09-10T03:00:39.414Z,2021-09-10T03:00:52.595Z,2021-09-10T03:00:44.414Z
58504_002063,58504,2063,Endzone,2021-09-12T18:21:47.392Z,2021-09-12T18:22:01.932Z,2021-09-12T18:21:52.392Z
58504_002063,58504,2063,Sideline,2021-09-12T18:21:47.392Z,2021-09-12T18:22:01.932Z,2021-09-12T18:21:52.392Z
58504_002631,58504,2631,Endzone,2021-09-12T18:54:02.494Z,2021-09-12T18:54:16.166Z,2021-09-12T18:54:07.494Z
58504_002631,58504,2631,Sideline,2021-09-12T18:54:02.494Z,2021-09-12T18:54:16.166Z,2021-09-12T18:54:07.494Z
58504_003623,58504,3623,Endzone,2021-09-12T19:35:45.130Z,2021-09-12T19:35:58.681Z,2021-09-12T19:35:50.130Z
58504_003623,58504,3623,Sideline,2021-09-12T19:35:45.130Z,2021-09-12T19:35:58.681Z,2021-09-12T19:35:50.130Z
58506_001241,58506,1241,Endzone,2021-09-12T18:00:08.143Z,2021-09-12T18:00:23.251Z,2021-09-12T18:00:13.143Z
58506_001241,58506,1241,Sideline,2021-09-12T18:00:08.143Z,2021-09-12T18:00:23.251Z,2021-09-12T18:00:13.143Z
58506_002821,58506,2821,Endzone,2021-09-12T19:22:33.211Z,2021-09-12T19:22:45.602Z,2021-09-12T19:22:38.211Z
58506_002821,58506,2821,Sideline,2021-09-12T19:22:33.211Z,2021-09-12T19:22:45.602Z,2021-09-12T19:22:38.211Z
58507_003903,58507,3903,Endzone,2021-09-12T19:59:56.973Z,2021-09-12T20:00:11.008Z,2021-09-12T20:00:01.973Z
58507_003903,58507,3903,Sideline,2021-09-12T19:59:56.973Z,2021-09-12T20:00:11.008Z,2021-09-12T20:00:01.973Z
58508_001718,58508,1718,Endzone,2021-09-12T18:19:54.356Z,2021-09-12T18:20:06.524Z,2021-09-12T18:19:59.356Z
58508_001718,58508,1718,Sideline,2021-09-12T18:19:54.356Z,2021-09-12T18:20:06.524Z,2021-09-12T18:19:59.356Z
58509_003605,58509,3605,Endzone,2021-09-12T19:48:10.295Z,2021-09-12T19:48:23.334Z,2021-09-12T19:48:15.295Z
58509_003605,58509,3605,Sideline,2021-09-12T19:48:10.295Z,2021-09-12T19:48:23.334Z,2021-09-12T19:48:15.295Z
58510_000152,58510,152,Endzone,2021-09-12T17:10:02.363Z,2021-09-12T17:10:16.736Z,2021-09-12T17:10:07.363Z
58510_000152,58510,152,Sideline,2021-09-12T17:10:02.363Z,2021-09-12T17:10:16.736Z,2021-09-12T17:10:07.363Z
58510_000855,58510,855,Endzone,2021-09-12T17:41:24.991Z,2021-09-12T17:41:37.295Z,2021-09-12T17:41:29.991Z
58510_000855,58510,855,Sideline,2021-09-12T17:41:24.991Z,2021-09-12T17:41:37.295Z,2021-09-12T17:41:29.991Z
58511_000863,58511,863,Endzone,2021-09-12T17:42:59.383Z,2021-09-12T17:43:10.153Z,2021-09-12T17:43:04.383Z
58511_000863,58511,863,Sideline,2021-09-12T17:42:59.383Z,2021-09-12T17:43:10.153Z,2021-09-12T17:43:04.383Z
58511_003245,58511,3245,Endzone,2021-09-12T19:35:54.425Z,2021-09-12T19:36:06.963Z,2021-09-12T19:35:59.425Z
58511_003245,58511,3245,Sideline,2021-09-12T19:35:54.425Z,2021-09-12T19:36:06.963Z,2021-09-12T19:35:59.425Z
58512_002068,58512,2068,Endzone,2021-09-12T18:25:20.505Z,2021-09-12T18:25:31.320Z,2021-09-12T18:25:25.505Z
58512_002068,58512,2068,Sideline,2021-09-12T18:25:20.505Z,2021-09-12T18:25:31.320Z,2021-09-12T18:25:25.505Z
58514_000929,58514,929,Endzone,2021-09-12T21:01:16.983Z,2021-09-12T21:01:30.622Z,2021-09-12T21:01:21.983Z
58514_000929,58514,929,Sideline,2021-09-12T21:01:16.983Z,2021-09-12T21:01:30.622Z,2021-09-12T21:01:21.983Z
58514_001989,58514,1989,Endzone,2021-09-12T21:48:28.414Z,2021-09-12T21:48:42.420Z,2021-09-12T21:48:33.414Z
58514_001989,58514,1989,Sideline,2021-09-12T21:48:28.414Z,2021-09-12T21:48:42.420Z,2021-09-12T21:48:33.414Z
58514_003151,58514,3151,Endzone,2021-09-12T22:48:29.349Z,2021-09-12T22:48:39.317Z,2021-09-12T22:48:34.349Z
58514_003151,58514,3151,Sideline,2021-09-12T22:48:29.349Z,2021-09-12T22:48:39.317Z,2021-09-12T22:48:34.349Z
58516_003014,58516,3014,Endzone,2021-09-12T22:46:32.728Z,2021-09-12T22:46:46.734Z,2021-09-12T22:46:37.728Z
58516_003014,58516,3014,Sideline,2021-09-12T22:46:32.728Z,2021-09-12T22:46:46.734Z,2021-09-12T22:46:37.728Z
58516_003538,58516,3538,Endzone,2021-09-12T23:11:01.030Z,2021-09-12T23:11:14.473Z,2021-09-12T23:11:06.030Z
58516_003538,58516,3538,Sideline,2021-09-12T23:11:01.030Z,2021-09-12T23:11:14.473Z,2021-09-12T23:11:06.030Z
58517_001943,58517,1943,Endzone,2021-09-13T02:00:17.439Z,2021-09-13T02:00:29.009Z,2021-09-13T02:00:22.439Z
58517_001943,58517,1943,Sideline,2021-09-13T02:00:17.439Z,2021-09-13T02:00:29.009Z,2021-09-13T02:00:22.439Z
58517_003494,58517,3494,Endzone,2021-09-13T03:03:50.635Z,2021-09-13T03:04:04.340Z,2021-09-13T03:03:55.635Z
58517_003494,58517,3494,Sideline,2021-09-13T03:03:50.635Z,2021-09-13T03:04:04.340Z,2021-09-13T03:03:55.635Z
58518_003619,58518,3619,Endzone,2021-09-14T03:06:35.138Z,2021-09-14T03:06:46.842Z,2021-09-14T03:06:40.138Z
58518_003619,58518,3619,Sideline,2021-09-14T03:06:35.138Z,2021-09-14T03:06:46.842Z,2021-09-14T03:06:40.138Z
58519_003798,58519,3798,Endzone,2021-09-17T03:13:15.087Z,2021-09-17T03:13:31.829Z,2021-09-17T03:13:20.087Z
58519_003798,58519,3798,Sideline,2021-09-17T03:13:15.087Z,2021-09-17T03:13:31.829Z,2021-09-17T03:13:20.087Z
58520_002380,58520,2380,Endzone,2021-09-19T18:54:43.066Z,2021-09-19T18:54:55.704Z,2021-09-19T18:54:48.066Z
58520_002380,58520,2380,Sideline,2021-09-19T18:54:43.066Z,2021-09-19T18:54:55.704Z,2021-09-19T18:54:48.066Z
58524_000212,58524,212,Endzone,2021-09-19T17:07:16.015Z,2021-09-19T17:07:28.186Z,2021-09-19T17:07:21.015Z
58524_000212,58524,212,Sideline,2021-09-19T17:07:16.015Z,2021-09-19T17:07:28.186Z,2021-09-19T17:07:21.015Z
58524_002909,58524,2909,Endzone,2021-09-19T19:21:41.447Z,2021-09-19T19:22:02.671Z,2021-09-19T19:21:46.447Z
58524_002909,58524,2909,Sideline,2021-09-19T19:21:41.447Z,2021-09-19T19:22:02.671Z,2021-09-19T19:21:46.447Z
58524_003049,58524,3049,Endzone,2021-09-19T19:30:18.932Z,2021-09-19T19:30:32.570Z,2021-09-19T19:30:23.932Z
58524_003049,58524,3049,Sideline,2021-09-19T19:30:18.932Z,2021-09-19T19:30:32.570Z,2021-09-19T19:30:23.932Z
58524_003113,58524,3113,Endzone,2021-09-19T19:32:24.657Z,2021-09-19T19:32:38.363Z,2021-09-19T19:32:29.657Z
58524_003113,58524,3113,Sideline,2021-09-19T19:32:24.657Z,2021-09-19T19:32:38.363Z,2021-09-19T19:32:29.657Z
58525_001428,58525,1428,Endzone,2021-09-19T18:02:10.084Z,2021-09-19T18:02:23.957Z,2021-09-19T18:02:15.084Z
58525_001428,58525,1428,Sideline,2021-09-19T18:02:10.084Z,2021-09-19T18:02:23.957Z,2021-09-19T18:02:15.084Z
58525_003852,58525,3852,Endzone,2021-09-19T20:03:30.298Z,2021-09-19T20:03:41.660Z,2021-09-19T20:03:35.298Z
58525_003852,58525,3852,Sideline,2021-09-19T20:03:30.298Z,2021-09-19T20:03:41.660Z,2021-09-19T20:03:35.298Z
58526_001849,58526,1849,Endzone,2021-09-19T18:21:59.249Z,2021-09-19T18:22:07.901Z,2021-09-19T18:22:04.249Z
58526_001849,58526,1849,Sideline,2021-09-19T18:21:59.249Z,2021-09-19T18:22:07.901Z,2021-09-19T18:22:04.249Z
58527_000757,58527,757,Endzone,2021-09-19T17:33:03.966Z,2021-09-19T17:33:18.439Z,2021-09-19T17:33:08.966Z
58527_000757,58527,757,Sideline,2021-09-19T17:33:03.966Z,2021-09-19T17:33:18.439Z,2021-09-19T17:33:08.966Z
58527_002375,58527,2375,Endzone,2021-09-19T18:54:08.197Z,2021-09-19T18:54:21.235Z,2021-09-19T18:54:13.197Z
58527_002375,58527,2375,Sideline,2021-09-19T18:54:08.197Z,2021-09-19T18:54:21.235Z,2021-09-19T18:54:13.197Z
58528_000317,58528,317,Endzone,2021-09-19T17:15:13.127Z,2021-09-19T17:15:26.222Z,2021-09-19T17:15:18.127Z
58528_000317,58528,317,Sideline,2021-09-19T17:15:13.127Z,2021-09-19T17:15:26.222Z,2021-09-19T17:15:18.127Z
58529_001441,58529,1441,Endzone,2021-09-19T21:04:07.690Z,2021-09-19T21:04:20.234Z,2021-09-19T21:04:12.690Z
58529_001441,58529,1441,Sideline,2021-09-19T21:04:07.690Z,2021-09-19T21:04:20.234Z,2021-09-19T21:04:12.690Z
58529_001853,58529,1853,Endzone,2021-09-19T21:27:26.856Z,2021-09-19T21:27:39.094Z,2021-09-19T21:27:31.856Z
58529_001853,58529,1853,Sideline,2021-09-19T21:27:26.856Z,2021-09-19T21:27:39.094Z,2021-09-19T21:27:31.856Z
58530_001942,58530,1942,Endzone,2021-09-19T21:25:14.898Z,2021-09-19T21:25:26.135Z,2021-09-19T21:25:19.898Z
58530_001942,58530,1942,Sideline,2021-09-19T21:25:14.898Z,2021-09-19T21:25:26.135Z,2021-09-19T21:25:19.898Z
58535_002015,58535,2015,Endzone,2021-09-24T01:55:02.093Z,2021-09-24T01:55:13.330Z,2021-09-24T01:55:07.093Z
58535_002015,58535,2015,Sideline,2021-09-24T01:55:02.093Z,2021-09-24T01:55:13.330Z,2021-09-24T01:55:07.093Z
58536_002108,58536,2108,Endzone,2021-09-26T18:32:46.546Z,2021-09-26T18:32:59.456Z,2021-09-26T18:32:51.546Z
58536_002108,58536,2108,Sideline,2021-09-26T18:32:46.546Z,2021-09-26T18:32:59.456Z,2021-09-26T18:32:51.546Z
58537_000757,58537,757,Endzone,2021-09-26T17:30:56.856Z,2021-09-26T17:31:19.037Z,2021-09-26T17:31:01.856Z
58537_000757,58537,757,Sideline,2021-09-26T17:30:56.856Z,2021-09-26T17:31:19.037Z,2021-09-26T17:31:01.856Z
58537_003722,58537,3722,Endzone,2021-09-26T19:45:37.804Z,2021-09-26T19:45:50.033Z,2021-09-26T19:45:42.804Z
58537_003722,58537,3722,Sideline,2021-09-26T19:45:37.804Z,2021-09-26T19:45:50.033Z,2021-09-26T19:45:42.804Z
58538_002774,58538,2774,Endzone,2021-09-26T19:07:03.961Z,2021-09-26T19:07:15.087Z,2021-09-26T19:07:08.961Z
58538_002774,58538,2774,Sideline,2021-09-26T19:07:03.961Z,2021-09-26T19:07:15.087Z,2021-09-26T19:07:08.961Z
58540_002206,58540,2206,Endzone,2021-09-26T18:45:57.210Z,2021-09-26T18:46:09.133Z,2021-09-26T18:46:02.210Z
58540_002206,58540,2206,Sideline,2021-09-26T18:45:57.210Z,2021-09-26T18:46:09.133Z,2021-09-26T18:46:02.210Z
58540_002625,58540,2625,Endzone,2021-09-26T19:03:18.084Z,2021-09-26T19:03:35.294Z,2021-09-26T19:03:23.084Z
58540_002625,58540,2625,Sideline,2021-09-26T19:03:18.084Z,2021-09-26T19:03:35.294Z,2021-09-26T19:03:23.084Z
58541_000795,58541,795,Endzone,2021-09-26T17:34:23.419Z,2021-09-26T17:34:39.761Z,2021-09-26T17:34:28.419Z
58541_000795,58541,795,Sideline,2021-09-26T17:34:23.419Z,2021-09-26T17:34:39.761Z,2021-09-26T17:34:28.419Z
58543_000962,58543,962,Endzone,2021-09-26T17:40:52.755Z,2021-09-26T17:41:05.729Z,2021-09-26T17:40:57.755Z
58543_000962,58543,962,Sideline,2021-09-26T17:40:52.755Z,2021-09-26T17:41:05.729Z,2021-09-26T17:40:57.755Z
58544_002496,58544,2496,Endzone,2021-09-26T19:06:51.102Z,2021-09-26T19:07:03.707Z,2021-09-26T19:06:56.102Z
58544_002496,58544,2496,Sideline,2021-09-26T19:06:51.102Z,2021-09-26T19:07:03.707Z,2021-09-26T19:06:56.102Z
58545_000874,58545,874,Endzone,2021-09-26T20:44:29.871Z,2021-09-26T20:44:42.042Z,2021-09-26T20:44:34.871Z
58545_000874,58545,874,Sideline,2021-09-26T20:44:29.871Z,2021-09-26T20:44:42.042Z,2021-09-26T20:44:34.871Z
58546_002764,58546,2764,Endzone,2021-09-26T22:10:43.185Z,2021-09-26T22:10:58.059Z,2021-09-26T22:10:48.185Z
58546_002764,58546,2764,Sideline,2021-09-26T22:10:43.185Z,2021-09-26T22:10:58.059Z,2021-09-26T22:10:48.185Z
58546_003306,58546,3306,Endzone,2021-09-26T22:34:57.673Z,2021-09-26T22:35:11.746Z,2021-09-26T22:35:02.673Z
